Situation familiale;Sexe du membre;Nombre de 2rm conduits par le membre;Nombre d'enfants à charge;Département d'habitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Cylindrée du 2rm 1;Segment du 2rm 1;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
En couple sans enfant;Homme;3;0;34;60-69 ans;2012;1200;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;3;1;38;50-59 ans;2016;1800;Routière / GT;Profession intermédiaire;True
En couple avec enfant(s);Homme;2;2;78;60-69 ans;2011;660;Roadster;Cadre;False
En couple sans enfant;Homme;2;0;4;50-59 ans;2009;696;Roadster;Cadre;False
En couple avec enfant(s);Homme;5;3;77;40-49 ans;2004;955;Sportive;Employé;False
Seul(e) avec enfants;Femme;1;2;31;50-59 ans;1992;500;Scooter;Employé;False
En couple avec enfant(s);Homme;1;1;75;60-69 ans;2003;1150;Trail / Supermotard;Profession intermédiaire;False
En couple sans enfant;Homme;2;0;12;60-69 ans;2011;400;Scooter;Retraité;False
Seul(e) sans enfant;Homme;2;0;57;60-69 ans;2000;900;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;1;1;83;40-49 ans;2012;675;Roadster;Employé;False
En couple avec enfant(s);Homme;2;1;13;50-59 ans;2010;650;Sportive;Profession libérale et artistique;False
En couple sans enfant;Homme;2;0;34;50-59 ans;2013;1050;Roadster;Cadre;False
Seul(e) sans enfant;Homme;1;0;69;40-49 ans;2005;600;Roadster;Cadre;False
En couple sans enfant;Homme;3;0;26;50-59 ans;1994;1100;Routière / GT;Chef d'entreprise de 10 salariés ou plus;False
En couple sans enfant;Homme;2;0;63;70 et plus;2002;955;Routière / GT;Retraité;False
Seul(e) sans enfant;Homme;2;0;31;60-69 ans;2002;1150;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;1;2;33;50-59 ans;2004;1200;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;1;62;40-49 ans;2004;955;Roadster;Employé;False
En couple sans enfant;Homme;1;0;38;30-39 ans;2009;1098;Roadster;Employé;False
En couple sans enfant;Homme;1;0;13;40-49 ans;2002;1000;Roadster;Cadre;False
En couple avec enfant(s);Homme;2;1;73;30-39 ans;2012;1200;Roadster;Profession intermédiaire;False
En couple sans enfant;Homme;2;0;69;30-39 ans;2002;600;Roadster;Profession intermédiaire;False
En couple sans enfant;Homme;1;0;59;30-39 ans;2001;600;;Ouvrier;False
Autre;Homme;2;0;33;Moins de 30 ans;2009;650;Routière / GT;Employé;True
En couple sans enfant;Homme;2;0;83;60-69 ans;2012;1200;Roadster;Retraité;False
Seul(e) sans enfant;Homme;3;0;38;60-69 ans;1988;1100;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;5;3;69;50-59 ans;1956;250;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;2;74;40-49 ans;2001;850;Roadster;Cadre;True
Seul(e) sans enfant;Homme;1;0;77;Moins de 30 ans;2005;650;Roadster;Etudiant;False
En couple sans enfant;Homme;2;0;21;60-69 ans;2010;800;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;1;2;31;40-49 ans;2002;1300;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;7;2;6;50-59 ans;2002;600;Roadster;Employé;False
En couple avec enfant(s);Homme;1;2;33;50-59 ans;2007;600;Roadster;Employé;False
En couple avec enfant(s);Homme;1;2;3;50-59 ans;2017;1200;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;2;4;24;40-49 ans;2001;1000;Roadster;Employé;False
En couple sans enfant;Homme;1;0;61;30-39 ans;2016;750;Roadster;Employé;False
En couple avec enfant(s);Homme;3;2;36;50-59 ans;2003;1100;Routière / GT;Artisan, commerçant assimilé;True
En couple avec enfant(s);Femme;1;3;78;40-49 ans;2007;1000;Roadster;Employé;False
En couple avec enfant(s);Homme;1;2;12;50-59 ans;1981;500;Custom;Cadre;False
En couple avec enfant(s);Homme;2;1;59;50-59 ans;2016;1600;Routière / GT;Cadre;False
Autre;Homme;3;0;95;Moins de 30 ans;2012;1000;Sportive;Profession intermédiaire;True
En couple sans enfant;Homme;3;0;94;50-59 ans;2011;1800;Routière / GT;Cadre;False
En couple avec enfant(s);Homme;1;2;34;40-49 ans;1994;750;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;2;26;40-49 ans;2003;650;Sportive;Cadre;False
En couple avec enfant(s);Homme;1;1;33;50-59 ans;2010;1050;Roadster;Cadre;False
En couple sans enfant;Homme;3;0;12;50-59 ans;2005;1200;Trail / Supermotard;Employé;False
En couple avec enfant(s);Homme;1;2;31;50-59 ans;2012;1000;Roadster;Cadre;False
En couple avec enfant(s);Homme;1;2;35;30-39 ans;2000;900;Routière / GT;Employé;False
En couple avec enfant(s);Homme;3;3;74;30-39 ans;2015;1200;Roadster;Chef d'entreprise de 10 salariés ou plus;False
Seul(e) avec enfants;Homme;4;1;77;50-59 ans;2012;1300;Routière / GT;Cadre;False
En couple sans enfant;Homme;2;0;77;40-49 ans;2006;1200;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;3;59;50-59 ans;2007;1400;Routière / GT;Profession libérale et artistique;False
En couple sans enfant;Homme;2;0;74;40-49 ans;2011;250;Scooter;Employé;False
Seul(e) sans enfant;Homme;3;0;95;50-59 ans;2015;1000;Sportive;Cadre;False
Seul(e) sans enfant;Homme;1;0;68;30-39 ans;2009;125;Roadster;Autre sans activité professionnelle (personne au foyer...);False
Seul(e) avec enfants;Homme;2;1;59;50-59 ans;2010;1200;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;2;2;64;50-59 ans;2007;996;Roadster;Artisan, commerçant assimilé;False
En couple avec enfant(s);Homme;2;1;24;50-59 ans;2010;1400;Routière / GT;Employé;True
En couple avec enfant(s);Homme;2;1;10;60-69 ans;2014;800;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;1;2;76;50-59 ans;2006;1200;Trail / Supermotard;Profession intermédiaire;False
En couple sans enfant;Homme;1;0;84;60-69 ans;2003;1150;Routière / GT;Retraité;False
En couple avec enfant(s);Homme;1;1;38;50-59 ans;2008;600;Roadster;Employé;False
Seul(e) sans enfant;Femme;2;0;69;30-39 ans;2012;990;Trail / Supermotard;Profession intermédiaire;False
En couple sans enfant;Homme;2;0;7;70 et plus;2014;1200;Trail / Supermotard;Retraité;False
En couple avec enfant(s);Homme;1;4;82;50-59 ans;1997;650;Trail / Supermotard;Cadre;False
En couple avec enfant(s);Homme;1;2;75;50-59 ans;2006;800;Routière / GT;Cadre;False
