Civilité du membre;Profession du membre;Secteur du 2RM;Statut de la qualification;Sociétaire;Situation familiale;Sexe du membre;Nombre de personnes dans le foyer;Nombre de 2rm conduits par le membre;Nombre d enfants à charge;Département d habitation en France;Age du membre;Tranche_âge;Année de mise en circulation du 2rm 1;Assurance du 2rm 1;Cylindrée du 2rm 1;Fréquence d utilisation du 2rm 1;Nombre de kilomètres parcourus par an avec 2rm 1;Marque du 2rm 1;Segment du 2rm 1;Stationnement du 2RM 1;Usage du 2rm 1;Budget 2-roues (hors carburant);Votre profession :;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
1;Chargé de stationnement;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;1;0;74;44;40-49 ans;2003;MAAF;900;Quelques fois par mois;3000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;150;Chargé de stationnement;Employé;False
1;Technicien SAV;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;2;0;6;59;50-59 ans;1999;MUTUELLE DES MOTARDS;1100;Quelques fois par mois;5000;KAWASAKI;Roadster;Autre;Pour les loisirs;1000;Technicien SAV;Employé;False
1;Orthoptiste;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;35;36;30-39 ans;1997;AXA;750;Quelques fois par semaine;7000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;100;Orthoptiste;Employé;False
1;Contrôleur  aérien militaire;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;2;0;40;27;Moins de 30 ans;2004;GAN;650;Quelques fois par mois;3000;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;500;Contrôleur  aérien militaire;Cadre;True
1;ingénieur;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;69;60;60-69 ans;2015;MUTUELLE DES MOTARDS;1400;Quelques fois par semaine;6000;MOTO GUZZI;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;retraité;Retraité;False
1;TECHNICIEN;Non;Mise à jour;Oui;Seul(e) avec enfants;Homme;3;3;2;37;55;50-59 ans;2004;MUTUELLE DES MOTARDS;650;Quelques fois par mois;7000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;100;Technicien aéronautique;Retraité;False
1;MAGASINIER;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;28;62;60-69 ans;2008;MACIF;1200;Quelques fois par mois;10000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;300;MAGASINIER;Ouvrier;False
1;commercial;Non;Mise à jour;Non;En couple avec enfant(s);Homme;5;1;3;78;52;50-59 ans;2005;ASSURANCE CREDIT MUTUEL (ACM);500;Tous les jours;12000;APRILIA;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;commercial;Cadre;False
1;Militaire;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;3;0;27;35;30-39 ans;2008;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;BUELL;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;Militaire;Cadre;False
1;retraité;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;1;0;76;70;70 et plus;2001;MUTUELLE DES MOTARDS;1400;Quelques fois par mois;3000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;retraité;Retraité;False
1;chauffeur routier;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;3;2;1;69;46;40-49 ans;2008;AUTRE;1100;Quelques fois par semaine;9000;DUCATI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;400;chauffeur routier;Employé;False
1;responsable Technique;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;3;2;77;50;50-59 ans;2014;MUTUELLE DES MOTARDS;1300;Tous les jours;25000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;750;responsable Technique;Cadre;False
1;agent de maitrise;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;1;51;50-59 ans;2008;MACIF;1000;Quelques fois par semaine;3500;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;400;agent de maitrise;Employé;False
1;restaurant manager;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;6;47;40-49 ans;2014;AMV (ASSURANCE MOTO VERTE);1300;Tous les jours;20000;BMW;Roadster;Parking public non clos;Pour les trajets domicile travail;1600;restaurant manager;Employé;False
1;Machiniste RATP;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;1;0;93;61;60-69 ans;2015;MUTUELLE DES MOTARDS;1000;Quelques fois par semaine;6000;SUZUKI;Roadster;Parking privé clos;Pour les trajets domicile travail;?;Machiniste RATP;Ouvrier;False
1;Maintenance Informatique;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;2;0;30;42;40-49 ans;2012;MUTUELLE DES MOTARDS;1250;Quelques fois par mois;4000;HARLEY-DAVIDSON;Roadster;Garage individuel (ou box privatif);Pour les loisirs;2000;Maintenance Informatique;Employé;False
1;Dessinateur;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;2;0;74;24;Moins de 30 ans;2017;MUTUELLE DES MOTARDS;1100;Quelques fois par semaine;8000;APRILIA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;800;Dessinateur;Employé;False
1;banquier;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;63;63;60-69 ans;2007;MUTUELLE DES MOTARDS;650;Quelques fois par semaine;3000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;banquier;Cadre;False
1;Informaticien;Non;Qualification initiale;Oui;Seul(e) avec enfants;Homme;3;2;2;1;47;40-49 ans;1993;MUTUELLE DES MOTARDS;1100;Quelques fois par an;1000;KAWASAKI;Custom;Garage individuel (ou box privatif);Pour les loisirs;700;Informaticien;Cadre;False
1;postier;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;8;0;33;67;60-69 ans;2014;MUTUELLE DES MOTARDS;800;Quelques fois par mois;15000;HONDA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;250;postier;Retraité;True
1;Conseiller en assurance;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;95;57;50-59 ans;2007;MUTUELLE DES MOTARDS;1400;Quelques fois par mois;8500;KAWASAKI;Routière / GT;Parking privé clos;Pour les loisirs;500;Conseiller en assurance;Profession intermédiaire;False
2;informaticienne;Non;Mise à jour;Oui;En couple avec enfant(s);Femme;5;2;3;13;54;50-59 ans;2012;MUTUELLE DES MOTARDS;125;Tous les jours;1500;YAMAHA;Custom;Parking privé clos;Pour les trajets domicile travail;100;informaticienne;Cadre;True
1;coordinateur de secteur;Non;Qualification initiale;Oui;Seul(e) sans enfant;Homme;1;1;0;33;31;30-39 ans;2012;MUTUELLE DES MOTARDS;800;Tous les jours;10000;YAMAHA;Roadster;Voie publique;Pour les trajets domicile travail;800;Magasinier-Cariste;Employé;True
1;juriste;Non;Mise à jour;Non;En couple sans enfant;Homme;2;2;0;6;59;50-59 ans;2019;AMV (ASSURANCE MOTO VERTE);650;Tous les jours;10000;ROYAL ENFIELD;Routière / GT;Parking privé non clos;Pour les trajets domicile travail;?;juriste;Profession libérale et artistique;True
1;formateur;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;1;2;94;50;50-59 ans;2006;MACIF;400;Tous les jours;12000;YAMAHA;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;formateur;Cadre;True
1;agent SNCF;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;3;1;1;69;45;40-49 ans;2018;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;20000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;5000;agent SNCF;Cadre;False
1;technicien d intervention clie;Non;Mise à jour;Oui;Autre;Homme;2;1;0;6;61;60-69 ans;2011;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;3900;MOTO GUZZI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;300;technicien d intervention clie;Retraité;False
1;retraité;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;5;5;3;92;74;70 et plus;1979;MUTUELLE DES MOTARDS;500;Quelques fois par mois;1000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;150;retraité;Retraité;False
1;Retraité;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;78;70;70 et plus;1991;MACIF;1100;Quelques fois par mois;15000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Retraité;Retraité;False
1;conducteur de travaux;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;1;2;33;42;40-49 ans;2007;AMV (ASSURANCE MOTO VERTE);650;Tous les jours;180000;suzuky;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;conducteur de travaux;Profession intermédiaire;True
1;Chef de service Police Municip;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;3;1;32;62;60-69 ans;2015;MACIF;125;Quelques fois par semaine;1000;YIYING;Scooter;Parking privé clos;Pour les loisirs;700;Retraité depuis 11 mois;Retraité;False
1;Consultant;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;1;2;25;46;40-49 ans;2016;AMV (ASSURANCE MOTO VERTE);1000;Tous les jours;19000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;Consultant;Employé;False
1;employé;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;1;1;77;55;50-59 ans;2010;MACIF;750;Quelques fois par semaine;6000;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les loisirs;500;employé;Employé;False
1;assistant d expert comptable;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;3;2;38;58;50-59 ans;2000;MUTUELLE DES MOTARDS;1300;Tous les jours;18000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1500;assistant d expert comptable;Profession libérale et artistique;False
1;Gestionnaire;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;1;1;95;51;50-59 ans;1996;AUTRE;600;Tous les jours;14000;HONDA;Scooter;Garage individuel (ou box privatif);Pour les trajets domicile travail;1000;Gestionnaire;Employé;False
1;Directeur de projet IT;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;6;2;4;91;54;50-59 ans;2015;MUTUELLE DES MOTARDS;1300;Tous les jours;35000;YAMAHA;?;Garage individuel (ou box privatif);Pour les trajets domicile travail;2500;Directeur de projet IT;Cadre;True
1;artisan;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;84;61;60-69 ans;2011;MUTUELLE DES MOTARDS;1300;Quelques fois par mois;6000;BMW;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1500;artisan;Artisan, commerçant assimilé;False
1;retraité;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;83;71;70 et plus;2012;GMF;1300;Quelques fois par semaine;4000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;300;retraité;Retraité;False
1;Guideur convoi exceptionnel;Oui;Qualification initiale;Oui;En couple sans enfant;Homme;2;2;0;85;47;40-49 ans;2009;MUTUELLE DES MOTARDS;1200;Tous les jours;60000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets professionnels;2500;Guideur convoi exceptionnel;Artisan, commerçant assimilé;False
1;Electricien maintenance;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;4;1;2;67;48;40-49 ans;2008;MUTUELLE DES MOTARDS;600;Tous les jours;15000;SUZUKI;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;400;Electricien maintenance;Profession intermédiaire;False
1;Retraité;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;1;0;30;68;60-69 ans;2009;MAAF;650;Tous les jours;17000;SUZUKI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Retraité;Retraité;False
1;Employé de banque;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;5;1;3;69;39;30-39 ans;2012;MUTUELLE DES MOTARDS;600;Tous les jours;8000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;500;Employé de banque;Profession intermédiaire;False
1;enseignant;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;9;1;10;41;40-49 ans;2003;MAAF;1200;Tous les jours;10000;KAWASAKI;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;150;enseignant;Cadre;False
1;chauffeur livreur;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;1;0;31;46;40-49 ans;2019;ASSURANCE CREDIT MUTUEL (ACM);900;Tous les jours;20000;YAMAHA;Trail / Supermotard;Garage collectif;Pour les trajets domicile travail;4000;chauffeur livreur;Employé;False
1;RETRAITE;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;71;65;60-69 ans;2018;MACIF;1745;Quelques fois par semaine;8000;HARLEY-DAVIDSON;Custom;Garage individuel (ou box privatif);Pour les loisirs;?;RETRAITE;Retraité;False
1;technicien;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;3;0;31;60;60-69 ans;2009;MACIF;800;Quelques fois par mois;10000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;technicien;Retraité;False
1;Responsable local de processus;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;5;1;3;44;42;40-49 ans;2018;MAIF;883;Quelques fois par semaine;10000;HARLEY-DAVIDSON;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Responsable local de processus;Cadre;False
1;directeur;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;1;0;59;64;60-69 ans;2004;MUTUELLE DES MOTARDS;1200;Quelques fois par mois;3000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les trajets domicile travail;700;retraité;Retraité;False
1;agent d entretien espace vert;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;59;52;50-59 ans;2005;MACIF;650;Quelques fois par mois;2000;Suzuki;Routière / GT;Parking privé clos;Pour les loisirs;500;agent d entretien espace vert;Employé;False
1;Plombier chauffagiste;Non;Qualification initiale;Oui;En couple avec enfant(s);Homme;3;5;1;34;50;50-59 ans;1999;MUTUELLE DES MOTARDS;1000;Quelques fois par mois;15000;MOTO GUZZI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;?;Plombier chauffagiste;Employé;False
1;Retraoté;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;2;0;53;62;60-69 ans;2014;MACIF;800;Tous les jours;12000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;Retraité;Retraité;False
1;RETRAITE;Non;Qualification initiale;Oui;Seul(e) sans enfant;Homme;1;1;0;94;62;60-69 ans;2017;MUTUELLE DES MOTARDS;1200;Tous les jours;15000;TRIUMPH;Routière / GT;Parking privé clos;Pour les loisirs;500;RETRAITE;Retraité;False
1;Commercial;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;1;0;22;57;50-59 ans;2011;MAAF;1200;Quelques fois par mois;9000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;1500;Commercial;Cadre;False
1;dépanneur en maintenance;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;4;2;2;79;48;40-49 ans;2000;MUTUELLE DES MOTARDS;900;Quelques fois par semaine;6000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;150;dépanneur en maintenance;Ouvrier;False
1;Militaire;Non;Mise à jour;Oui;En couple avec enfant(s);Homme;5;2;3;40;42;40-49 ans;2014;MUTUELLE DES MOTARDS;1000;Tous les jours;10000;BMW;Sportive;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Militaire;Cadre;True
1;Directeur Technique;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;6;1;4;95;49;40-49 ans;2017;MUTUELLE DES MOTARDS;1200;Tous les jours;38500;TRIUMPH;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Directeur Technique;Cadre;False
1;Tatoueur;Non;Qualification initiale;Non;En couple avec enfant(s);Homme;4;3;2;40;41;40-49 ans;2017;AMV (ASSURANCE MOTO VERTE);1200;Quelques fois par mois;15000;TRIUMPH;Roadster;Garage individuel (ou box privatif);Pour les loisirs;1000;Tatoueur;Artisan, commerçant assimilé;False
1;retraité;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;3;0;59;68;60-69 ans;2011;MUTUELLE DES MOTARDS;2300;Tous les jours;16000;TRIUMPH;Custom;Garage individuel (ou box privatif);Pour les loisirs;500;retraité;Retraité;False
1;militaire;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;3;1;45;40;40-49 ans;1993;ASSURANCE CREDIT MUTUEL (ACM);50;Quelques fois par an;300;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;700;Technicien hotline;Employé;False
1;Technicien IT;Non;Qualification initiale;Non;Seul(e) sans enfant;Homme;1;1;0;29;50;50-59 ans;2016;AMV (ASSURANCE MOTO VERTE);750;Quelques fois par semaine;6000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;600;Technicien IT;Profession intermédiaire;False
1;Ingénieur informaticien;Non;Mise à jour;Non;Autre;Homme;2;2;0;63;57;50-59 ans;2011;MACIF;1600;Quelques fois par mois;5000;BMW;Routière / GT;Parking privé clos;Pour les loisirs;500;Ingénieur informaticien;Cadre;False
1;administrateur reseau;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;69;62;60-69 ans;2016;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;HONDA;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;1200;administrateur reseau;Retraité;True
1;Retraité;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;85;67;60-69 ans;2002;MAAF;1300;Quelques fois par an;4000;YAMAHA;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;350;Retraité;Retraité;False
1;Technicien;Non;Mise à jour;Non;En couple avec enfant(s);Homme;4;2;2;31;59;50-59 ans;1991;MACIF;750;Tous les jours;10000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Technicien;Employé;False
1;Informaticien;Non;Mise à jour;Non;En couple avec enfant(s);Homme;3;1;1;31;62;60-69 ans;2015;MACIF;850;Tous les jours;10000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les trajets domicile travail;?;Retraité;Retraité;False
1;Cadre;Non;Mise à jour;Oui;Seul(e) avec enfants;Homme;2;2;1;60;67;60-69 ans;2013;MUTUELLE DES MOTARDS;800;Tous les jours;10000;BMW;Routière / GT;Parking privé clos;Pour les loisirs;2000;Cadre;Retraité;False
1;Conducteur de machines;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;14;39;30-39 ans;2011;MACIF;800;Quelques fois par semaine;10000;YAMAHA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;400;Conducteur de machines;Ouvrier;False
1;Retraité;Non;Mise à jour;Non;En couple sans enfant;Homme;2;2;0;54;63;60-69 ans;2018;MACIF;1200;Quelques fois par semaine;15000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;?;Retraité;Retraité;True
1;CADRE COMMERCIAL;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;59;54;50-59 ans;2010;AXA;1300;Quelques fois par mois;12500;HONDA;Routière / GT;Garage collectif;Pour les loisirs;500;CADRE COMMERCIAL;Cadre;False
1;pâtissier;Non;Mise à jour;Non;Seul(e) sans enfant;Homme;1;1;0;31;53;50-59 ans;2019;AMV (ASSURANCE MOTO VERTE);1000;Quelques fois par semaine;15000;YAMAHA;Roadster;Parking privé clos;Pour les loisirs;?;pâtissier;Employé;False
1;retraité;Non;Mise à jour;Non;En couple sans enfant;Homme;2;1;0;33;70;70 et plus;2010;MACIF;1200;Quelques fois par mois;6000;MOTO GUZZI;Roadster;Garage individuel (ou box privatif);Pour les loisirs;250;retraité;Retraité;False
1;carreleur;Non;Qualification initiale;Oui;En couple sans enfant;Homme;2;1;0;44;61;60-69 ans;2008;AXA;1200;Quelques fois par semaine;7000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;600;carreleur;Retraité;False
1;maître de conférences;Non;Mise à jour;Oui;En couple sans enfant;Homme;2;2;0;76;63;60-69 ans;2007;MUTUELLE DES MOTARDS;1200;Quelques fois par semaine;10000;BMW;Routière / GT;Garage individuel (ou box privatif);Pour les loisirs;?;maître de conférences;Cadre;False
1;Fonction public d etat;Non;Qualification initiale;Non;En couple sans enfant;Homme;2;1;0;78;37;30-39 ans;2018;GMF;500;Quelques fois par semaine;4000;HONDA;Roadster;Garage individuel (ou box privatif);Pour les loisirs;500;Fonction public d etat;Cadre;True
1;Ingénier d étude de la fonctio;Non;Mise à jour;Oui;Seul(e) sans enfant;Homme;1;1;0;31;34;30-39 ans;2011;MUTUELLE DES MOTARDS;600;Quelques fois par mois;5000;HONDA;Sportive;Garage individuel (ou box privatif);Pour les loisirs;2000;Ingénier d étude de la fonction publique;Cadre;False
1;journaliste;Non;Mise à jour;Oui;Seul(e) avec enfants;Homme;2;1;1;93;63;60-69 ans;2005;MUTUELLE DES MOTARDS;1150;Tous les jours;2000;BMW;Trail / Supermotard;Garage individuel (ou box privatif);Pour les loisirs;800;journaliste;Cadre;True
